id,vname,query,duration,gt_s,gt_e,pred_s,pred_e,iou
28996,v_xYt__nSK8NA.mp4,""" She continues taking puffs off the cigarette while looking into the camera and blowing smoke.""",46.99,19.27,46.99,20.8,30.0,0.33189033189033185
28997,v_ZEChBNpLCyU.mp4,"""A man is seen speaking to the camera and begins laying out tarp next to a tree.""",140.16,0.7,56.06,0.0,15.0,0.25508383874420265
28998,v_ZEChBNpLCyU.mp4,""" The man cuts the tarp and begins putting mulch all around the tree.""",140.16,32.94,138.05,43.8,64.3,0.19503377414137568
28999,v_xAI1y9izXOM.mp4,"""Two men sit across a table and begin an arm wrestling match.""",40.96,0,12.9,20.5,30.8,0.0
29000,v_xAI1y9izXOM.mp4,""" They both struggle a bit until the man on the left eventually wins.""",40.96,13.11,40.14,26.3,38.8,0.4624491305956343
29001,v_me4rMjlnTlI.mp4,"""A small group of children are seen holding onto a rope with a man standing in front of them speaking to them.""",33.9,0,18.31,19.1,32.2,0.0
29002,v_me4rMjlnTlI.mp4,""" The kids continue pulling with adult's help and then cheer in the end.""",33.9,17.97,33.9,10.9,23.9,0.2578260869565217
29003,v_BnkUgUQBED0.mp4,"""We see a chair with a pillow on it.""",124.09,0,5.58,59.7,78.7,0.0
29004,v_BnkUgUQBED0.mp4,""" A man holding a cat sits down on the chair.""",124.09,6.2,14.89,0.0,115.0,0.07556521739130435
29005,v_BnkUgUQBED0.mp4,""" The man clips the cats fingernails.""",124.09,14.89,84.38,21.6,30.3,0.12519787019715067
29006,v_BnkUgUQBED0.mp4,""" The man strokes the cat's head.""",124.09,83.76,93.69,17.4,41.7,0.0
29007,v_BnkUgUQBED0.mp4,""" The man plays with the cat rocking it back and forth.""",124.09,94.93,122.23,37.7,100.4,0.06471075357861113
29008,v_BnkUgUQBED0.mp4,""" The man stops the camera.""",124.09,122.23,124.09,35.0,48.4,0.0
29009,v_5Ia1MCFut_8.mp4,"""A young child is seen climbing into a slide and edging her way closer to the edge.""",18.76,0.09,9.47,0.0,17.6,0.5329545454545455
29010,v_5Ia1MCFut_8.mp4,""" The girl then rides down the slide smiling and walks away.""",18.76,5.82,17.54,20.8,30.0,0.0
29011,v_X0IXZMr95TM.mp4,"""A clear bottle pours a drink into a cocktail glass.""",98.45,0,4.92,46.5,72.0,0.0
29012,v_X0IXZMr95TM.mp4,""" A bartender picks up a stainless steel cup and scoops ice into it.""",98.45,22.15,32,65.7,97.8,0.0
29013,v_X0IXZMr95TM.mp4,""" The bartender pours liquors into a shot glass and dumps them into a cup.""",98.45,32.98,51.2,13.0,28.9,0.0
29014,v_X0IXZMr95TM.mp4,""" The bartender caps the cup and shakes vigorously.""",98.45,57.6,71.87,11.3,49.3,0.0
29015,v_X0IXZMr95TM.mp4,""" The contents of the mixing cup are poured into a martini glass.""",98.45,71.87,86.64,31.8,96.5,0.22828438948995355
29016,v_V4tqzi5uw9Y.mp4,"""A man touches his faces and waves.""",17.25,0,2.5,10.1,20.4,0.0
29017,v_V4tqzi5uw9Y.mp4,""" The man walks a mower across very tall growing grass.""",17.25,3.19,17.25,20.8,30.0,0.0
29018,v_eLVaojWbwHE.mp4,"""A middle aged woman is standing in a room behind a table full of pain and various size brushes and an image of trees on a easel.""",209.0,0,22.99,0.0,16.9,0.7351022183558069
29019,v_eLVaojWbwHE.mp4,"""In her left hand,she has a wheel of paint and begins to make stokes on the image to complete her picture.""",209.0,21.95,103.46,33.4,168.7,0.47741056218057926
29020,v_eLVaojWbwHE.mp4,"""She goes back and forth from the paint to the board and shows how to make a tree and then cleans her brushes.""",209.0,104.5,209,166.9,190.5,0.22583732057416261
29021,v_BCsfauy69xM.mp4,"""A person is carving a pumpkin.""",41.89,0,9.01,20.5,30.5,0.0
29022,v_BCsfauy69xM.mp4,""" We see two people side by side carving pumpkins.""",41.89,9.01,12.15,10.2,26.4,0.11213341000575049
29023,v_BCsfauy69xM.mp4,""" We see from inside the pumpkin as they are being carved.""",41.89,12.15,25.55,25.3,36.8,0.010141987829614604
29024,v_BCsfauy69xM.mp4,""" We see five pumpkins on a couch and in the dark lit from the inside.""",41.89,25.97,37.28,24.1,33.7,0.5864946889226104
29025,v_BCsfauy69xM.mp4,""" We see a closing title screen.""",41.89,37.28,41.89,23.1,39.5,0.118147951037786
29026,v_Y82dz6aTwJ0.mp4,"""A woman is sitting on the couch and is putting her feet in a python printed heels.""",37.01,0,18.51,10.9,20.6,0.36941747572815536
29027,v_Y82dz6aTwJ0.mp4,"""Once they are on she stands up and walks around as the camera zooms in on her red painted toe nails.""",37.01,17.95,37.01,16.2,34.8,0.8097068716962998
29028,v_O2JUUFFdWpk.mp4,"""A man in a blue costume throws something into the audience.""",151.5,0,7.58,47.6,96.5,0.0
29029,v_O2JUUFFdWpk.mp4,""" He picks up a green can and takes a drink.""",151.5,32.57,53.78,16.0,43.9,0.29989412387506614
29030,v_O2JUUFFdWpk.mp4,""" He then plays rock paper scissors with another man across from him.""",151.5,56.06,151.5,30.6,41.9,0.0
29031,v_B3fiiuk0EqE.mp4,"""A man shovels snow from a driveway.""",93.55,0,7.48,40.2,67.0,0.0
29032,v_B3fiiuk0EqE.mp4,""" The camera pans to show another man using an electric shoveling machine to clear show from his driveway.""",93.55,8.42,91.68,0.0,22.3,0.15139616055846422
29033,v_B3fiiuk0EqE.mp4,""" The man finishes clearing snow and turns to the camera.""",93.55,91.68,93.55,5.6,20.8,0.0
29034,v_gYARGADLcmQ.mp4,"""We see an animated opening screen.""",112.69,0,14.09,24.9,44.7,0.0
29035,v_gYARGADLcmQ.mp4,""" We see an aerial view of a beach with people all over.""",112.69,14.09,25.35,30.0,90.4,0.0
29036,v_gYARGADLcmQ.mp4,""" We see people building sand castles.""",112.69,25.35,105.36,0.0,99.6,0.7047266514806378
29037,v_gYARGADLcmQ.mp4,""" We interview a judge, who then walks among the people.""",112.69,52.4,70.43,26.1,35.7,0.0
29038,v_gYARGADLcmQ.mp4,""" We see two men interviewed.""",112.69,72.68,103.67,15.1,43.3,0.0
29039,v_gYARGADLcmQ.mp4,""" We see an awning over the beach and canopies beyond that.""",112.69,111.56,112.69,10.6,20.8,0.0
29040,v_VQPfRCsSmQk.mp4,"""There's a woman in a red sweater and white shirt and blue pants sitting in her living room on a brown leather sofa.""",82.34,8.23,43.64,20.8,30.0,0.25981361197401864
29041,v_VQPfRCsSmQk.mp4,""" She is holding a spray can of furniture polish in her hand.""",82.34,43.64,55.99,31.2,67.3,0.34210526315789486
29042,v_VQPfRCsSmQk.mp4,""" She also has a paper towel in her other hand which she uses to wipe the table.""",82.34,55.99,67.93,17.6,48.6,0.0
29043,v_VQPfRCsSmQk.mp4,""" She sprays the wooden table surface with the spray and then wipes it with the white paper towel.""",82.34,67.93,74.93,20.8,30.0,0.0
29044,v_VQPfRCsSmQk.mp4,""" She explains how to use the spray and wipe the furniture.""",82.34,74.93,78.22,12.3,23.9,0.0
29045,v_jYA_3BMF2d4.mp4,"""We see a man standing in a room.""",186.55,0,12.13,25.5,38.5,0.0
29046,v_jYA_3BMF2d4.mp4,""" The man starts performing tai chi.""",186.55,11.19,180.95,22.1,40.0,0.10544297832233741
29047,v_jYA_3BMF2d4.mp4,""" The man turns and faces left.""",186.55,37.31,55.03,16.7,28.0,0.0
29048,v_jYA_3BMF2d4.mp4,""" The man turns to face right.""",186.55,64.36,70.89,16.4,33.9,0.0
29049,v_jYA_3BMF2d4.mp4,""" The man makes his way to the right side of the room slowly.""",186.55,70.89,174.42,114.9,140.4,0.24630541871921185
29050,v_jYA_3BMF2d4.mp4,""" The screen then fades to black.""",186.55,182.82,186.55,152.9,162.3,0.0
29051,v_QEaQzeB94N4.mp4,"""A young man plays the violin on a sidewalk for people passing by in downtown area.""",111.94,0,105.79,15.5,28.0,0.11815861612628792
29052,v_QEaQzeB94N4.mp4,""" Two students walk by behind the musician while he plays.""",111.94,45.9,59.33,10.1,14.7,0.0
29053,v_QEaQzeB94N4.mp4,""" The woman on the bench has turned to watch facing the man play the song.""",111.94,81.72,111.94,44.8,61.9,0.0
29054,v_QEaQzeB94N4.mp4,""" A man drops change in the musician's cup after he plays.""",111.94,109.15,111.94,0.0,106.3,0.0
29055,v_w8LDUu66JWI.mp4,"""Two cheerleaders exercise in a gym while talking.""",160.2,8.01,52.86,26.9,111.8,0.25012043549474905
29056,v_w8LDUu66JWI.mp4,""" A cheerleader is in a room and then lift weight, while the other one talks on his phone.""",160.2,54.47,62.48,25.9,54.3,0.0
29057,v_w8LDUu66JWI.mp4,""" After, the cheerleaders talk and exercise.""",160.2,64.08,120.95,10.2,15.8,0.0
29058,v_w8LDUu66JWI.mp4,""" After, the cheerleaders exercise and also talk.""",160.2,120.95,147.38,20.8,30.0,0.0
29059,v_TI3WqIauOYs.mp4,"""A man takes off his shirt.""",89.75,0,5.38,41.9,65.1,0.0
29060,v_TI3WqIauOYs.mp4,""" He starts doing karate moves on a blue mat.""",89.75,8.97,89.75,22.0,44.6,0.27977222084674425
29061,v_TI3WqIauOYs.mp4,"""  He does several flips in the air.""",89.75,69.55,89.75,24.4,46.5,0.0
29062,v_aAlbRFeu32E.mp4,"""First the young woman is sleeping in her bed, but then she wakes up to say something.""",165.12,0,4.95,31.5,41.6,0.0
29063,v_aAlbRFeu32E.mp4,""" Next she is shown sitting at the restaurant eating fries and then she is shown in her room again, staring at the clothes on her bed and putting on her shoes.""",165.12,15.69,22.29,144.6,161.3,0.0
29064,v_aAlbRFeu32E.mp4,""" She is also shown doing fun things in the video and other girls are too.""",165.12,23.94,165.12,118.8,124.9,0.04320725315200459
29065,v_ICM-GjDa9QY.mp4,"""A young man puts detergent in a blue bucket, then shows and explains how to clean a screen windows using a squeegee.""",126.6,0,81.65,69.8,118.6,0.09991568296795961
29066,v_ICM-GjDa9QY.mp4,""" After, the young man cleans the wet screen with a cloth.""",126.6,81.65,113.94,23.4,37.5,0.0
29067,v_ICM-GjDa9QY.mp4,""" The young man compares a dirt screen with the clean one and gives a thump up.""",126.6,113.94,126.6,56.3,74.7,0.0
29068,v_-HHybw--2XA.mp4,"""A camera pans around a fenced in area and leads into a man and his dog performing tricks with a frisbee.""",135.26,2.71,66.95,5.8,19.0,0.20547945205479448
29069,v_-HHybw--2XA.mp4,""" The an continues to perform tricks with the dog using the toys and other dogs watching on the side.""",135.26,51.4,133.23,113.6,126.8,0.16131003299523408
29070,v_rgrzN8ELIxI.mp4,"""A collage of drawings and logos are seen in black and white that make up a larger logo.""",208.56,0,16.68,0.0,198.4,0.0840725806451613
29071,v_rgrzN8ELIxI.mp4,""" A beach is seen from the distance and houses are seen on a hillside in a small beach town.""",208.56,17.73,19.81,46.6,133.0,0.0
29072,v_rgrzN8ELIxI.mp4,""" A surfer walks down towards the beach.""",208.56,19.81,22.94,100.3,145.8,0.0
29073,v_rgrzN8ELIxI.mp4,""" Surfers ride large waves in the ocean.""",208.56,22.94,205.43,0.0,10.0,0.0
29074,v_w3DvA9405_o.mp4,"""A woman is seen looking off in the distance who holds onto a harmonica.""",68.01,0,14.28,25.5,42.8,0.0
29075,v_w3DvA9405_o.mp4,""" She begins playing the harmonica while looking away from the camera.""",68.01,11.9,32.99,0.0,57.8,0.3648788927335641
29076,v_w3DvA9405_o.mp4,""" The continues playing the harmonica and stops to look down at the camera.""",68.01,31.97,65.29,27.3,39.4,0.19557778362727027
29077,v_2VYZeOa6804.mp4,"""A reporter broadcast from a TV studio set.""",190.29,11.42,13.32,62.9,79.8,0.0
29078,v_2VYZeOa6804.mp4,""" Then he reporter shows interviews a male an a female player next a swimming pool while a group of players jump into the water.""",190.29,15.22,45.67,0.0,162.4,0.1875
29079,v_2VYZeOa6804.mp4,""" Two teams play water polo in the swimming pool while the reporter continues to interview people.""",190.29,20.93,134.15,16.7,32.8,0.10106428267347806
29080,v_2VYZeOa6804.mp4,""" A woman and a man writes the scores on a the game, then people applauds.""",190.29,105.61,112.27,0.0,26.4,0.0
29081,v_2VYZeOa6804.mp4,""" The winner team gets out the water and celebrates, and then the reporter interviews the team members.""",190.29,136.06,166.5,0.0,10.6,0.0
29082,v_2VYZeOa6804.mp4,""" Again, the team gets in the water, and then the reporter broadcast from a studio set.""",190.29,167.45,183.63,0.0,20.3,0.0
29083,v_j5V7kD_HeMw.mp4,"""A man descends from a steam slope on his snowboard.""",179.47,0,5.38,0.0,60.9,0.0883415435139573
29084,v_j5V7kD_HeMw.mp4,""" Another catches air as he flies over a snowy hill.""",179.47,7.18,13.46,56.3,103.4,0.0
29085,v_j5V7kD_HeMw.mp4,""" Another snowboarder sharply slides down a steep hill to the base.""",179.47,16.15,29.61,43.7,68.9,0.0
29086,v_j5V7kD_HeMw.mp4,""" A man in grey is shown performing some tricks in the air.""",179.47,28.71,35.89,53.3,76.3,0.0
29087,v_j5V7kD_HeMw.mp4,""" First person perspective of a snowboarder going down a hill is shown.""",179.47,50.25,54.74,123.0,143.8,0.0
29088,v_j5V7kD_HeMw.mp4,""" Another snowboarder flies down the hill, expertly cutting left and right.""",179.47,56.53,65.51,150.4,163.0,0.0
29089,v_j5V7kD_HeMw.mp4,""" Various footage of snowboarders descending large slopes is shown.""",179.47,92.43,148.96,11.6,20.8,0.0
29090,v_j5V7kD_HeMw.mp4,""" First person perspective of snowboarder with fellow rider in front of him closes the video.""",179.47,158.83,179.47,30.9,62.6,0.0
29091,v_feUoPtDWe1Y.mp4,"""The woman in white sweater is talking to the camera.""",92.31,0,92.31,26.4,55.0,0.309825587693641
29092,v_feUoPtDWe1Y.mp4,""" The woman is holding a violin and stick.""",92.31,13.85,35.54,35.2,43.9,0.01131447587354397
29093,v_feUoPtDWe1Y.mp4,""" The woman put the violin between her neck and shoulder and began playing for few seconds then talked to the camera.""",92.31,19.85,87.7,25.5,41.7,0.2387619749447311
29094,v_mkF3Rlj3JSs.mp4,"""A girl gives tips on how to brush your hair with a round brush.""",178.32999999999998,9.81,167.63,101.2,147.7,0.2946394626790013
29095,v_mkF3Rlj3JSs.mp4,"""  She strokes the hair in front of her, covering her face.""",178.32999999999998,35.67,134.64,24.5,38.6,0.02660250590157981
29096,v_mkF3Rlj3JSs.mp4,"""  She flips her hair up and then finishes what she needs to do.""",178.32999999999998,139.99,178.33,100.5,111.3,0.0
29097,v_NLpWaffN3XM.mp4,"""A girl demonstrates playing an acoustic guitar using her hands to create percussion noise on the body of the guitar.""",216.67000000000002,1.08,215.58,178.0,207.3,0.13659673659673666
29098,v_NLpWaffN3XM.mp4,"""  A girl enters a room where an acoustic guitar is leaning against a sofa and sits down on the sofa and begins to play the guitar.""",216.67000000000002,1.08,6.5,17.8,33.9,0.0
29099,v_NLpWaffN3XM.mp4,"""  The girl uses her right hand to make beats with the guitar and picks chords with the left hand while staring intently at the guitar.""",216.67000000000002,6.5,139.75,142.2,203.4,0.0
29100,v_NLpWaffN3XM.mp4,"""  The girl continues to play intensely, occasionally nodding her head to the rhythm.""",216.67000000000002,139.75,215.58,20.0,30.8,0.0
29101,v_8btD4-N4stM.mp4,"""We see scene of a bullfighting with matadors in the ring and see them stabbing the bulls.""",70.57,0,59.98,26.5,57.2,0.5118372790930311
29102,v_8btD4-N4stM.mp4,""" We see images of bloody bulls and carcasses being dragged on the ground.""",70.57,19.76,27.17,14.9,30.8,0.4660377358490566
29103,v_8btD4-N4stM.mp4,""" We see images of a bull in a slaughterhouse.""",70.57,27.87,32.11,25.4,42.8,0.24367816091954017
29104,v_8btD4-N4stM.mp4,""" Words go across the screen about torturing the bulls.""",70.57,48.69,54.69,26.9,49.7,0.036344008636200256
29105,v_8btD4-N4stM.mp4,""" We then see a PETA ending screen.""",70.57,60.33,70.57,0.0,31.0,0.0
29106,v_TZ5Vd9eL5WA.mp4,"""Two people are standing in a kitchen.""",67.41,0,67.41,19.6,33.4,0.2047174009790832
29107,v_TZ5Vd9eL5WA.mp4,"""  A man moves a glass bowl off the counter.""",67.41,16.51,17.86,21.3,33.4,0.0
29108,v_TZ5Vd9eL5WA.mp4,""" A woman begins chopping a tomato on a board.""",67.41,24.27,67.41,10.9,37.5,0.234117855246859
29109,v_unLrTQt07kI.mp4,"""We a man washing dishes in a restaurant kitchen with two other men standing behind him on massaging his shoulder.""",43.98,0,43.98,19.4,32.3,0.2933151432469304
29110,v_unLrTQt07kI.mp4,""" Teh dishwasher shakes the man off his shoulders.""",43.98,3.52,4.84,25.5,38.9,0.0
29111,v_unLrTQt07kI.mp4,""" The man in rear in blue walks out of the room.""",43.98,6.38,9.02,10.3,23.7,0.0
29112,v_unLrTQt07kI.mp4,""" The other man pretends to wash dishes then washes his hands.""",43.98,25.51,43.98,16.7,33.9,0.30755131964809374
29113,v_vV_d5bfNmBQ.mp4,"""Men on the beach playing volleyball in the sand.""",106.09,0,10.61,13.5,50.4,0.0
29114,v_vV_d5bfNmBQ.mp4,""" One of the guys hits the ball over to the other side and they hit it back.""",106.09,10.08,31.3,29.5,46.5,0.049423393739703475
29115,v_vV_d5bfNmBQ.mp4,""" Then on the other side of the beach there is a group of women also playing volleyball.""",106.09,31.3,62.06,19.4,35.2,0.09142053445850919
29116,v_vV_d5bfNmBQ.mp4,""" They are playing a really good game, one of the girl lands right on her stomach.""",106.09,62.06,106.09,31.0,56.5,0.0
29117,v_0ivHmKR8cUw.mp4,"""woman is standing in front of a counter talking to the camera and showing drinks.""",92.27000000000001,0,27.68,25.0,44.8,0.05982142857142857
29118,v_0ivHmKR8cUw.mp4,""" woman grabbs the juice and liquor and and serve it in a cup.""",92.27000000000001,27.68,92.27,32.5,46.3,0.21365536460752432
29119,v_0ivHmKR8cUw.mp4,""" woman is showing in a bar how to prepare a cocktail.""",92.27000000000001,0,92.27,38.2,46.9,0.09428850113796462
29120,v_4XfNexN6t04.mp4,"""A man wearing a blue shirt walks to some congas and sit down.""",37.83,0,3.4,19.9,33.6,0.0
29121,v_4XfNexN6t04.mp4,""" The musician begins to play the congas in a small room.""",37.83,3.4,29.88,0.0,33.6,0.7880952380952381
29122,v_4XfNexN6t04.mp4,""" The man then gets up and approaches the camera.""",37.83,29.69,37.83,21.0,31.3,0.09566250742721329
29123,v_7rd23-3wEyU.mp4,"""A man is seen speaking to the camera while leading into various pictures of speaking as well as smoking.""",198.86,2.98,103.41,55.3,68.5,0.13143483023001098
29124,v_7rd23-3wEyU.mp4,""" The man continues speaking while showing pictures intermittently of smoking and cigarettes close up.""",198.86,68.61,191.9,0.0,14.6,0.0
29125,v_in5XF1bbYr0.mp4,"""We see a series of opening screens.""",95.71000000000001,0,11.49,29.2,50.0,0.0
29126,v_in5XF1bbYr0.mp4,""" A person throws a frisbee as a dog catches them.""",95.71000000000001,11.49,77.53,41.2,66.7,0.38612961841308296
29127,v_in5XF1bbYr0.mp4,""" A man raises his hands in the air and walks off and another person walks past the camera.""",95.71000000000001,69.87,77.05,53.7,78.4,0.2906882591093114
29128,v_in5XF1bbYr0.mp4,""" We see a title screen.""",95.71000000000001,78.01,85.18,5.3,44.6,0.0
29129,v_in5XF1bbYr0.mp4,""" We see an image of the dog laying in the grass with words on the screen.""",95.71000000000001,85.18,95.71,52.5,70.3,0.0
29130,v_pCEg_GoXoU4.mp4,"""Several shots are shown of scuba divers moving along the water and fish moving around them.""",220.07999999999998,0,96.83,24.7,33.7,0.09294640090880929
29131,v_pCEg_GoXoU4.mp4,""" More people are seen moving along the ocean while gesturing to the camera and capturing all the wildlife around them.""",220.07999999999998,68.22,187.07,33.6,56.6,0.0
29132,v_pCEg_GoXoU4.mp4,""" In the end they're seen riding a boat together and waving to the camera.""",220.07999999999998,193.67,218.98,3.3,21.5,0.0
29133,v_J_ZY19xnhJU.mp4,"""A little boy runs fast to his swing set and his dog runs after him.""",200.3,0,32.05,56.7,69.4,0.0
29134,v_J_ZY19xnhJU.mp4,""" He climbs up the slide and and slide and his little brother comes up to play too.""",200.3,31.05,65.1,116.6,133.3,0.0
29135,v_J_ZY19xnhJU.mp4,""" The mom comes over to play on the sea saw with one of the boys and he falls off.""",200.3,65.1,129.19,26.3,56.8,0.0
29136,v_J_ZY19xnhJU.mp4,""" They play for a while going from one part of the set to the next.""",200.3,130.19,200.3,0.0,42.4,0.0
29137,v_Aqq8S79ZAhk.mp4,"""A camera pans around a room and leads into two women speaking and pulling out rock tiles.""",59.79,1.2,22.72,22.5,37.5,0.006060606060606029
29138,v_Aqq8S79ZAhk.mp4,""" The women then put plaster down followed by the rock tiles and showing off the finished shower in the end and people reacting.""",59.79,23.32,58.9,25.1,47.3,0.623946037099494
29139,v_g_T8qK7qTFI.mp4,"""People in traffic in a city look irritated as a cop directs traffic.""",64.38,0,9.66,0.0,26.1,0.3701149425287356
29140,v_g_T8qK7qTFI.mp4,""" A man sticks something in his ears.""",64.38,9.98,11.59,15.6,41.0,0.0
29141,v_g_T8qK7qTFI.mp4,""" A man in a green shirt mocks a cop and people laugh and clap.""",64.38,11.91,44.1,24.0,38.8,0.4597701149425287
29142,v_g_T8qK7qTFI.mp4,""" The cop gives the man a Pepsi.""",64.38,44.42,48.28,15.3,33.8,0.0
29143,v_g_T8qK7qTFI.mp4,""" We see the man on the cricket field throwing a ball.""",64.38,49.25,54.72,16.2,36.4,0.0
29144,v_g_T8qK7qTFI.mp4,""" The man drinks the Pepsi and we see the closing screen.""",64.38,55.04,64.38,12.9,28.6,0.0
29145,v_FBbN6FHC7L8.mp4,"""A woman wearing a red leotard demonstrates a ballet move traveling toe move.""",65.94,0,9.89,20.8,30.0,0.0
29146,v_FBbN6FHC7L8.mp4,""" The ballet instructor shimmies across the floor taking small little side steps.""",65.94,9.89,28.35,3.1,15.4,0.21821782178217822
29147,v_FBbN6FHC7L8.mp4,""" The instructor demonstrates a spot turn ballet turns.""",65.94,28.35,45.5,27.7,39.9,0.6488764044943819
29148,v_FBbN6FHC7L8.mp4,""" The instructor than combines the side toe step with the spot turning move.""",65.94,45.5,65.94,21.0,43.7,0.0
29149,v_vZuy4OyWBsQ.mp4,"""Two young teenage girls hold soapsuds in their hands in a kitchen.""",164.14,0,7.39,13.3,58.3,0.0
29150,v_vZuy4OyWBsQ.mp4,""" The girls throw the suds in each other's faces.""",164.14,8.21,83.71,33.6,50.0,0.2172185430463576
29151,v_vZuy4OyWBsQ.mp4,""" One girl hops on the shoulders of the other.""",164.14,84.53,94.38,46.6,67.3,0.0
29152,v_vZuy4OyWBsQ.mp4,"""  They begin to wash the dishes.""",164.14,95.2,164.14,30.8,36.0,0.0
29153,v_e6r-A-LAe2E.mp4,"""A young boy and a small boy are on a fenced field.""",39.24,0,7.26,25.4,34.7,0.0
29154,v_e6r-A-LAe2E.mp4,""" They kick a ball, then try to chase it down.""",39.24,7.85,31.79,0.0,27.9,0.6307014784523435
29155,v_e6r-A-LAe2E.mp4,""" The kids continue playing as a man joins, fighting over the ball.""",39.24,31.98,39.24,24.7,31.2,0.0
29156,v_4uwtqRBE4Kk.mp4,"""a sea is shown with a green forest on seashore.""",223.03,0,18.96,45.7,73.7,0.0
29157,v_4uwtqRBE4Kk.mp4,""" blond man is standing in seashore and talking to the camera and surfing big waves on the sea.""",223.03,18.96,89.21,13.9,37.3,0.24352675607489044
29158,v_4uwtqRBE4Kk.mp4,""" man is walking on seashore through a lot of people and talking to the camera and holding an award and talking about surfing the seashore.""",223.03,90.33,223.03,59.1,118.9,0.1742817056060514
29159,v_M1J3XjExaW4.mp4,"""A man is seen speaking to the camera while holding onto a stick.""",99.66,0,26.91,12.3,49.8,0.2933734939759036
29160,v_M1J3XjExaW4.mp4,""" He points down to balls in front of him as well as his body.""",99.66,28.9,70.26,30.2,53.6,0.5657640232108316
29161,v_M1J3XjExaW4.mp4,""" He them demonstrates how to hit the ball properly while still speaking.""",99.66,60.29,97.17,54.9,83.8,0.5561864206292878
29162,v_FRjVP5r9rqc.mp4,"""An elderly woman pans to the camera and does various hand movements on the floor.""",80.74,0,14.13,0.0,14.7,0.9612244897959185
29163,v_FRjVP5r9rqc.mp4,""" The woman grabs several items of clothing and shows how she washes them in the sink.""",80.74,14.53,56.92,15.5,40.6,0.5921207832035857
29164,v_FRjVP5r9rqc.mp4,""" She holds a bar of soap and rubs it all over the clothes and dips it into the water.""",80.74,27.85,70.24,31.3,45.8,0.34206180702995986
29165,v_FRjVP5r9rqc.mp4,""" She continues cleaning the clothes off in the water and showing how she cleans her clothes.""",80.74,57.32,80.74,15.2,35.4,0.0
29166,v_ZBuPedt-oEE.mp4,"""First the woman grabs some dishes to prepare something and puts them into a refrigerator.""",153.5,9.21,144.29,69.9,121.6,0.3827361563517915
29167,v_ZBuPedt-oEE.mp4,"""  She then holds  a cup  under a foam dispenser and remove sit when it's filled up.""",153.5,19.96,144.29,65.7,100.7,0.2815088876377383
29168,v_ZBuPedt-oEE.mp4,""" She then tops it with crushed graham bears.""",153.5,36.84,144.29,15.5,32.4,0.0
29169,v_ZBuPedt-oEE.mp4,""" next she gets a plate and a round stencil.""",153.5,56.03,144.29,37.7,56.0,0.0
29170,v_ZBuPedt-oEE.mp4,""" she puts the plate under the dispenser and she removes it and slowly pulls the circle off of the cake once she is done smoothing the paste.""",153.5,66.01,144.29,21.6,57.0,0.0
29171,v_ZBuPedt-oEE.mp4,""" Then she uses a knife to put lines on the sides of the cake.""",153.5,96.71,144.29,15.6,26.3,0.0
29172,v_ZBuPedt-oEE.mp4,""" Next she puts cream on the edges from top to bottom.""",153.5,101.31,144.29,20.8,30.0,0.0
29173,v_ZBuPedt-oEE.mp4,""" then she drizzles a little chocolate syrup on there.""",153.5,128.17,144.29,143.3,156.0,0.03557312252964356
29174,v_ZBuPedt-oEE.mp4,"""  She is now done making the cake.""",153.5,135.85,144.29,43.3,124.6,0.0
29175,v_SMUWOVJ3bzE.mp4,"""A young child is seen sitting before a piano and playing a song while wearing a halloween costume.""",69.96000000000001,0.7,30.08,16.6,33.5,0.4109756097560975
29176,v_SMUWOVJ3bzE.mp4,""" The boy continues playing the instrument and ends by pulling his mask down.""",69.96000000000001,26.24,68.56,10.0,20.0,0.0
29177,v_YynqCEoHKCk.mp4,"""A woman is seen performing a dance routine on a stage in front of a large audience.""",189.41,1.89,96.6,44.5,59.2,0.1552106430155211
29178,v_YynqCEoHKCk.mp4,""" The woman continues dancing all around the stage and ends with a bow and walking off stage.""",189.41,68.19,184.67,43.0,75.7,0.05301051739959064
29179,v_3ddoLUFrGsE.mp4,"""A woman and a boy are making victory sign and smiling.""",120.74,0,2.41,27.3,47.3,0.0
29180,v_3ddoLUFrGsE.mp4,""" The woman is putting make up to the boy's face, and then the boy shows his face.""",120.74,5.43,61.58,32.9,97.9,0.31015464474964854
29181,v_3ddoLUFrGsE.mp4,""" Then, the woman put make on a girl face.""",120.74,62.18,99.61,0.0,22.3,0.0
29182,v_3ddoLUFrGsE.mp4,""" The boy and the girl look their faces on a mirror making funny faces and waving.""",120.74,103.84,120.74,23.6,33.9,0.0
29183,v_9wtMJoqGTg0.mp4,"""A girl performances some gymnastics stunts.""",89.28,2.23,89.28,20.8,30.0,0.10568638713383113
29184,v_9wtMJoqGTg0.mp4,""" A girl stands in place facing a lady.""",89.28,0,2.68,13.7,28.0,0.0
29185,v_9wtMJoqGTg0.mp4,""" The girl holds up her hand.""",89.28,3.12,3.57,54.3,79.5,0.0
29186,v_9wtMJoqGTg0.mp4,""" The girl turn around and climbs the gymnastic, wooden bar.""",89.28,4.02,9.37,26.9,40.8,0.0
29187,v_9wtMJoqGTg0.mp4,""" With her hands on the bar, the girl lifts and splits her legs above her head.""",89.28,9.37,12.95,10.2,30.9,0.12772875058058522
29188,v_9wtMJoqGTg0.mp4,""" The lady moves a platform to the left side of the bar.""",89.28,9.82,18.3,13.4,43.5,0.14548693586698339
29189,v_9wtMJoqGTg0.mp4,""" The girl sits on the bar with her hand raised.""",89.28,13.39,14.73,31.4,61.6,0.0
